Shipment ID,Origin,Destination,Shipment Date,Estimated Delivery Date,Actual Delivery Date,Shipment Status,Carrier Name,Mode of Transportation,Product ID,Product Name,Weight (kg),Dimensions (LxWxH cm),Special Handling Instructions,Customer ID,Customer Region,Preferred Delivery Times,Cat ID,Cat Name,Breed,Age (Years),Health Certificate Status,Behavioral Notes,Route ID,Intermediate Stops,Distance Covered (km),Delay Reasons,Cost of Shipment (PHP),Carbon Emissions (kg CO2)
SHP-PH1774,Warehouse Cebu,Customer Home Pasig,2024-11-22,2024-11-18,2024-11-02,Delayed,LBC Express,Air,CAT-FOOD-002,Premium Cat Food,5.0,40x20x15,Keep Dry,CUST-PH1774,Metro Manila,Evening,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1774,"Makati, Taguig",1438,Weather,562,1
SHP-PH1775,Shelter Quezon City,Customer Home Pasig,2024-11-21,2024-11-21,2024-11-06,Delivered,LBC Express,Air,CAT-LIT-003,Cat Litter,8.0,45x35x25,Keep Dry,CUST-PH1775,Metro Manila,Morning,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1775,Davao City Hub,1371,None,609,22
SHP-PH1776,Shelter Quezon City,Customer Home Pasig,2024-11-20,2024-11-04,2024-11-14,Delayed,Grab Pet Transport,Air,CAT-FOOD-002,Premium Cat Food,5.0,40x20x15,Live Animal,CUST-PH1776,Bacolod,Evening,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1776,"Makati, Taguig",357,Traffic,1146,96
SHP-PH1777,Warehouse Cebu,Customer Home Davao,2024-11-10,2024-11-03,2024-11-23,Delivered,Pet Express,Road,CAT-LIT-003,Cat Litter,8.0,45x35x25,None,CUST-PH1777,Davao,Afternoon,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1777,Clark Airport,1266,Weather,760,64
SHP-PH1778,Pet Store Davao,Cat Café Manila,2024-11-24,2024-11-24,2024-11-23,In-transit,J&T Express,Air,CAT-FOOD-002,Premium Cat Food,5.0,40x20x15,Fragile,CUST-PH1778,Metro Manila,Morning,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1778,Clark Airport,1473,Traffic,740,88
SHP-PH1779,Pet Store Davao,Cat Café Makati,2024-11-06,2024-11-23,2024-11-16,Delayed,Pet Express,Road,LIVE-CAT-004,Live Cat,4.0,35x35x35,Live Animal,CUST-PH1779,Iloilo,Evening,CAT-PH1779,Muning,Siamese,4,Up-to-date,Shy,RT-PH1779,"Naga, Talisay",1482,Traffic,264,8
SHP-PH1780,Pet Store Davao,Customer Home Pasig,2024-11-29,2024-11-23,2024-11-29,In-transit,Grab Pet Transport,Road,CAT-SCRATCH-005,Cat Scratcher,3.5,50x40x20,Fragile,CUST-PH1780,Metro Manila,Morning,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1780,Davao City Hub,536,Technical Issue,1026,22
SHP-PH1781,Warehouse Bacolod,Customer Home Davao,2024-11-30,2024-11-06,2024-11-05,Delivered,PawLogistics,Air,CAT-FOOD-002,Premium Cat Food,5.0,40x20x15,None,CUST-PH1781,Cebu,Evening,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1781,"Makati, Taguig",313,None,1645,63
SHP-PH1782,Warehouse Cebu,Cat Café Makati,2024-11-02,2024-11-15,2024-11-12,In-transit,J&T Express,Air,CAT-TOY-001,Catnip Toy,0.3,12x6x6,Handle with Care,CUST-PH1782,Cebu,Morning,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1782,Davao City Hub,321,Traffic,505,89
SHP-PH1783,Warehouse Bacolod,Customer Home Pasig,2024-11-29,2024-11-07,2024-11-16,Delivered,J&T Express,Road,CAT-TOY-001,Catnip Toy,0.3,12x6x6,Fragile,CUST-PH1783,Davao,Morning,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1783,"Makati, Taguig",912,None,1294,79
SHP-PH1784,Shelter Quezon City,Cat Café Makati,2024-11-20,2024-11-05,2024-11-26,Delayed,PawLogistics,Road,CAT-LIT-003,Cat Litter,8.0,45x35x25,Live Animal,CUST-PH1784,Bacolod,Evening,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1784,Cebu City Airport,1174,Traffic,1800,15
SHP-PH1785,Pet Store Davao,Cat Café Manila,2024-11-09,2024-11-28,2024-11-16,Delayed,LBC Express,Road,CAT-FOOD-002,Premium Cat Food,5.0,40x20x15,None,CUST-PH1785,Bacolod,Evening,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1785,"Naga, Talisay",631,None,464,51
SHP-PH1786,Warehouse Bacolod,Cat Café Makati,2024-11-14,2024-11-27,2024-11-16,In-transit,Grab Pet Transport,Air,CAT-TOY-001,Catnip Toy,0.3,12x6x6,Keep Dry,CUST-PH1786,Metro Manila,Morning,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1786,Davao City Hub,1398,Weather,656,35
SHP-PH1787,Shelter Manila,Customer Home Davao,2024-11-17,2024-11-26,2024-11-09,Delayed,LBC Express,Air,LIVE-CAT-004,Live Cat,4.0,35x35x35,None,CUST-PH1787,Bacolod,Afternoon,CAT-PH1787,Pusa,Maine Coon,3,Up-to-date,Shy,RT-PH1787,Cebu City Airport,1352,Weather,1968,70
SHP-PH1788,Pet Store Davao,Customer Home Pasig,2024-11-13,2024-11-26,2024-11-16,In-transit,Grab Pet Transport,Road,CAT-TOY-001,Catnip Toy,0.3,12x6x6,Live Animal,CUST-PH1788,Davao,Evening,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1788,Cebu City Airport,1291,Customs,1451,40
SHP-PH1789,Shelter Quezon City,Cat Café Makati,2024-11-12,2024-11-07,2024-11-25,In-transit,Grab Pet Transport,Air,CAT-SCRATCH-005,Cat Scratcher,3.5,50x40x20,None,CUST-PH1789,Bacolod,Morning,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1789,Cebu City Airport,1014,None,1487,95
SHP-PH1790,Warehouse Cebu,Customer Home Pasig,2024-11-26,2024-11-07,2024-11-28,In-transit,LBC Express,Road,CAT-TOY-001,Catnip Toy,0.3,12x6x6,Live Animal,CUST-PH1790,Bacolod,Afternoon,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1790,"Makati, Taguig",1375,Customs,1040,32
SHP-PH1791,Pet Store Davao,Customer Home Pasig,2024-11-16,2024-11-25,2024-11-17,Delayed,Pet Express,Air,CAT-LIT-003,Cat Litter,8.0,45x35x25,Keep Dry,CUST-PH1791,Iloilo,Evening,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1791,"Naga, Talisay",988,Traffic,1840,59
SHP-PH1792,Pet Store Davao,Cat Café Makati,2024-11-04,2024-11-13,2024-11-16,In-transit,J&T Express,Road,CAT-TOY-001,Catnip Toy,0.3,12x6x6,None,CUST-PH1792,Iloilo,Evening,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1792,Cebu City Airport,337,None,723,100
SHP-PH1793,Pet Store Davao,Cat Café Manila,2024-11-28,2024-11-03,2024-11-14,Delayed,PawLogistics,Air,CAT-LIT-003,Cat Litter,8.0,45x35x25,None,CUST-PH1793,Davao,Evening,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1793,"Naga, Talisay",719,Technical Issue,752,56
SHP-PH1794,Pet Store Davao,Cat Café Manila,2024-11-22,2024-11-26,2024-11-30,Delivered,LBC Express,Air,CAT-FOOD-002,Premium Cat Food,5.0,40x20x15,Live Animal,CUST-PH1794,Davao,Morning,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1794,Cebu City Airport,67,Customs,924,77
SHP-PH1795,Shelter Manila,Customer Home Pasig,2024-11-15,2024-11-21,2024-11-04,Delayed,PawLogistics,Air,CAT-FOOD-002,Premium Cat Food,5.0,40x20x15,Handle with Care,CUST-PH1795,Davao,Morning,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1795,Clark Airport,1269,Customs,1174,23
SHP-PH1796,Warehouse Cebu,Customer Home Davao,2024-11-05,2024-11-29,2024-11-03,Delayed,Pet Express,Air,CAT-TOY-001,Catnip Toy,0.3,12x6x6,Live Animal,CUST-PH1796,Bacolod,Evening,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1796,Cebu City Airport,1008,Customs,1140,53
SHP-PH1797,Warehouse Bacolod,Cat Café Makati,2024-11-19,2024-11-12,2024-11-07,In-transit,Grab Pet Transport,Air,CAT-LIT-003,Cat Litter,8.0,45x35x25,Keep Dry,CUST-PH1797,Metro Manila,Afternoon,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1797,"Naga, Talisay",1333,None,1514,24
SHP-PH1798,Shelter Quezon City,Cat Café Manila,2024-11-16,2024-11-02,2024-11-26,In-transit,PawLogistics,Air,CAT-LIT-003,Cat Litter,8.0,45x35x25,Live Animal,CUST-PH1798,Iloilo,Evening,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1798,Davao City Hub,515,Traffic,1033,32
SHP-PH1799,Warehouse Bacolod,Cat Café Manila,2024-11-03,2024-11-25,2024-11-19,In-transit,Pet Express,Road,CAT-FOOD-002,Premium Cat Food,5.0,40x20x15,Live Animal,CUST-PH1799,Bacolod,Morning,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1799,"Makati, Taguig",1363,Traffic,1562,78
SHP-PH1800,Shelter Quezon City,Cat Café Manila,2024-11-03,2024-11-04,2024-11-05,Delayed,PawLogistics,Road,CAT-TOY-001,Catnip Toy,0.3,12x6x6,Handle with Care,CUST-PH1800,Cebu,Evening,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1800,Cebu City Airport,1410,Traffic,1986,57
SHP-PH1801,Warehouse Cebu,Cat Café Cebu,2024-11-14,2024-11-09,2024-11-20,Delayed,PawLogistics,Air,CAT-SCRATCH-005,Cat Scratcher,3.5,50x40x20,Live Animal,CUST-PH1801,Iloilo,Afternoon,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1801,Davao City Hub,1428,Weather,1364,50
SHP-PH1802,Warehouse Bacolod,Customer Home Davao,2024-11-07,2024-11-05,2024-11-08,Delivered,Grab Pet Transport,Road,CAT-SCRATCH-005,Cat Scratcher,3.5,50x40x20,Fragile,CUST-PH1802,Metro Manila,Morning,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1802,"Makati, Taguig",1238,None,1095,17
SHP-PH1803,Shelter Manila,Cat Café Makati,2024-11-13,2024-11-28,2024-11-04,In-transit,J&T Express,Air,LIVE-CAT-004,Live Cat,4.0,35x35x35,None,CUST-PH1803,Iloilo,Afternoon,CAT-PH1803,Bunso,Siamese,2,Up-to-date,Calm,RT-PH1803,"Makati, Taguig",1227,Technical Issue,1425,75
SHP-PH1804,Pet Store Davao,Cat Café Makati,2024-11-16,2024-11-16,2024-11-19,Delayed,LBC Express,Air,CAT-TOY-001,Catnip Toy,0.3,12x6x6,Live Animal,CUST-PH1804,Bacolod,Morning,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1804,"Makati, Taguig",328,Weather,1709,100
SHP-PH1805,Shelter Quezon City,Cat Café Cebu,2024-11-14,2024-11-11,2024-11-25,In-transit,Grab Pet Transport,Road,LIVE-CAT-004,Live Cat,4.0,35x35x35,None,CUST-PH1805,Metro Manila,Evening,CAT-PH1805,Mittens,Puspin,3,Up-to-date,Calm,RT-PH1805,Davao City Hub,549,None,1961,68
SHP-PH1806,Warehouse Bacolod,Cat Café Manila,2024-11-29,2024-11-21,2024-11-19,Delivered,LBC Express,Air,CAT-FOOD-002,Premium Cat Food,5.0,40x20x15,Handle with Care,CUST-PH1806,Davao,Morning,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1806,"Makati, Taguig",726,Weather,906,70
SHP-PH1807,Warehouse Bacolod,Customer Home Davao,2024-11-15,2024-11-30,2024-11-18,In-transit,LBC Express,Air,CAT-LIT-003,Cat Litter,8.0,45x35x25,None,CUST-PH1807,Iloilo,Afternoon,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1807,"Naga, Talisay",73,Traffic,1724,24
SHP-PH1808,Shelter Manila,Customer Home Davao,2024-11-28,2024-11-27,2024-11-05,Delivered,PawLogistics,Road,CAT-TOY-001,Catnip Toy,0.3,12x6x6,Keep Dry,CUST-PH1808,Metro Manila,Afternoon,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1808,"Naga, Talisay",422,Weather,1930,53
SHP-PH1809,Shelter Manila,Customer Home Davao,2024-11-05,2024-11-30,2024-11-23,In-transit,J&T Express,Air,CAT-TOY-001,Catnip Toy,0.3,12x6x6,Fragile,CUST-PH1809,Davao,Afternoon,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1809,"Makati, Taguig",1220,Technical Issue,1313,76
SHP-PH1810,Shelter Manila,Cat Café Manila,2024-11-09,2024-11-22,2024-11-05,Delayed,LBC Express,Air,CAT-SCRATCH-005,Cat Scratcher,3.5,50x40x20,None,CUST-PH1810,Iloilo,Evening,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1810,"Makati, Taguig",1322,Customs,1765,4
SHP-PH1811,Shelter Manila,Customer Home Davao,2024-11-07,2024-11-25,2024-11-09,Delivered,PawLogistics,Road,LIVE-CAT-004,Live Cat,4.0,35x35x35,Handle with Care,CUST-PH1811,Metro Manila,Afternoon,CAT-PH1811,Bunso,Puspin,3,Up-to-date,Playful,RT-PH1811,Clark Airport,172,Traffic,797,63
SHP-PH1812,Warehouse Cebu,Cat Café Manila,2024-11-01,2024-11-07,2024-11-24,Delayed,Grab Pet Transport,Air,CAT-SCRATCH-005,Cat Scratcher,3.5,50x40x20,Handle with Care,CUST-PH1812,Cebu,Morning,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1812,"Naga, Talisay",286,Technical Issue,809,73
SHP-PH1813,Shelter Quezon City,Customer Home Davao,2024-11-27,2024-11-12,2024-11-09,In-transit,LBC Express,Air,CAT-LIT-003,Cat Litter,8.0,45x35x25,Keep Dry,CUST-PH1813,Cebu,Morning,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1813,"Naga, Talisay",857,Weather,811,34
SHP-PH1814,Shelter Manila,Cat Café Makati,2024-11-14,2024-11-16,2024-11-11,Delivered,LBC Express,Air,CAT-SCRATCH-005,Cat Scratcher,3.5,50x40x20,Handle with Care,CUST-PH1814,Davao,Evening,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1814,"Naga, Talisay",585,Weather,788,73
SHP-PH1815,Warehouse Bacolod,Customer Home Davao,2024-11-17,2024-11-10,2024-11-04,Delivered,Pet Express,Air,CAT-TOY-001,Catnip Toy,0.3,12x6x6,Keep Dry,CUST-PH1815,Metro Manila,Evening,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1815,"Naga, Talisay",141,Customs,400,57
SHP-PH1816,Warehouse Bacolod,Customer Home Davao,2024-11-03,2024-11-03,2024-11-28,In-transit,Pet Express,Road,CAT-SCRATCH-005,Cat Scratcher,3.5,50x40x20,Live Animal,CUST-PH1816,Davao,Afternoon,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1816,"Makati, Taguig",74,Customs,1681,99
SHP-PH1817,Shelter Quezon City,Cat Café Cebu,2024-11-04,2024-11-26,2024-11-05,Delivered,J&T Express,Air,CAT-TOY-001,Catnip Toy,0.3,12x6x6,Fragile,CUST-PH1817,Davao,Morning,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1817,Clark Airport,835,Customs,572,43
SHP-PH1818,Pet Store Davao,Cat Café Makati,2024-11-01,2024-11-20,2024-11-09,Delivered,Grab Pet Transport,Air,CAT-SCRATCH-005,Cat Scratcher,3.5,50x40x20,Keep Dry,CUST-PH1818,Metro Manila,Afternoon,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1818,Clark Airport,753,Traffic,779,42
SHP-PH1819,Warehouse Cebu,Customer Home Pasig,2024-11-10,2024-11-08,2024-11-27,Delivered,J&T Express,Air,CAT-SCRATCH-005,Cat Scratcher,3.5,50x40x20,Handle with Care,CUST-PH1819,Davao,Morning,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1819,"Makati, Taguig",561,None,650,20
SHP-PH1820,Shelter Quezon City,Cat Café Makati,2024-11-13,2024-11-09,2024-11-08,In-transit,Pet Express,Air,LIVE-CAT-004,Live Cat,4.0,35x35x35,Fragile,CUST-PH1820,Davao,Morning,CAT-PH1820,Bunso,Puspin,3,Up-to-date,Playful,RT-PH1820,"Naga, Talisay",783,Traffic,1902,83
SHP-PH1821,Warehouse Bacolod,Customer Home Davao,2024-11-09,2024-11-20,2024-11-07,Delivered,Grab Pet Transport,Road,CAT-TOY-001,Catnip Toy,0.3,12x6x6,Keep Dry,CUST-PH1821,Metro Manila,Morning,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1821,Cebu City Airport,1428,Technical Issue,988,94
SHP-PH1822,Shelter Quezon City,Cat Café Manila,2024-11-18,2024-11-10,2024-11-22,Delivered,Grab Pet Transport,Air,CAT-SCRATCH-005,Cat Scratcher,3.5,50x40x20,Keep Dry,CUST-PH1822,Iloilo,Morning,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1822,"Makati, Taguig",1417,Customs,1374,34
SHP-PH1823,Pet Store Davao,Customer Home Davao,2024-11-03,2024-11-30,2024-11-29,Delivered,PawLogistics,Road,CAT-LIT-003,Cat Litter,8.0,45x35x25,Live Animal,CUST-PH1823,Davao,Afternoon,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1823,Davao City Hub,758,Traffic,518,66
SHP-PH1824,Warehouse Bacolod,Cat Café Manila,2024-11-18,2024-11-30,2024-11-04,Delivered,PawLogistics,Air,CAT-FOOD-002,Premium Cat Food,5.0,40x20x15,Live Animal,CUST-PH1824,Cebu,Evening,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1824,"Naga, Talisay",135,Traffic,852,36
SHP-PH1825,Warehouse Cebu,Cat Café Manila,2024-11-11,2024-11-09,2024-11-23,In-transit,Grab Pet Transport,Air,CAT-SCRATCH-005,Cat Scratcher,3.5,50x40x20,Keep Dry,CUST-PH1825,Davao,Evening,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1825,Davao City Hub,311,Traffic,869,9
SHP-PH1826,Shelter Manila,Customer Home Davao,2024-11-06,2024-11-04,2024-11-17,In-transit,Grab Pet Transport,Road,CAT-FOOD-002,Premium Cat Food,5.0,40x20x15,Live Animal,CUST-PH1826,Metro Manila,Evening,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1826,Davao City Hub,1042,Weather,1871,77
SHP-PH1827,Shelter Manila,Cat Café Cebu,2024-11-10,2024-11-11,2024-11-25,Delivered,Grab Pet Transport,Air,CAT-LIT-003,Cat Litter,8.0,45x35x25,Handle with Care,CUST-PH1827,Davao,Morning,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1827,Cebu City Airport,527,Weather,1295,42
SHP-PH1828,Pet Store Davao,Cat Café Manila,2024-11-06,2024-11-16,2024-11-14,Delivered,Pet Express,Air,CAT-LIT-003,Cat Litter,8.0,45x35x25,Handle with Care,CUST-PH1828,Bacolod,Morning,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1828,"Naga, Talisay",591,Technical Issue,1900,96
SHP-PH1829,Shelter Quezon City,Cat Café Manila,2024-11-06,2024-11-16,2024-11-28,In-transit,Pet Express,Road,CAT-TOY-001,Catnip Toy,0.3,12x6x6,None,CUST-PH1829,Bacolod,Morning,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1829,Clark Airport,773,Traffic,415,78
SHP-PH1830,Warehouse Cebu,Customer Home Davao,2024-11-12,2024-11-26,2024-11-07,Delayed,J&T Express,Road,CAT-SCRATCH-005,Cat Scratcher,3.5,50x40x20,None,CUST-PH1830,Davao,Afternoon,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1830,Davao City Hub,923,Traffic,240,29
SHP-PH1831,Warehouse Cebu,Cat Café Manila,2024-11-20,2024-11-26,2024-11-24,In-transit,LBC Express,Road,CAT-TOY-001,Catnip Toy,0.3,12x6x6,Handle with Care,CUST-PH1831,Iloilo,Evening,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1831,"Naga, Talisay",1412,Customs,1868,31
SHP-PH1832,Shelter Manila,Customer Home Davao,2024-11-06,2024-11-15,2024-11-22,Delivered,J&T Express,Road,CAT-FOOD-002,Premium Cat Food,5.0,40x20x15,Handle with Care,CUST-PH1832,Iloilo,Morning,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1832,"Makati, Taguig",382,Weather,448,23
SHP-PH1833,Shelter Quezon City,Customer Home Davao,2024-11-20,2024-11-03,2024-11-13,Delayed,PawLogistics,Road,CAT-SCRATCH-005,Cat Scratcher,3.5,50x40x20,None,CUST-PH1833,Davao,Morning,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1833,Clark Airport,1129,Technical Issue,515,40
SHP-PH1834,Shelter Quezon City,Cat Café Manila,2024-11-19,2024-11-26,2024-11-28,In-transit,PawLogistics,Air,CAT-TOY-001,Catnip Toy,0.3,12x6x6,None,CUST-PH1834,Davao,Morning,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1834,Cebu City Airport,362,Traffic,782,64
SHP-PH1835,Pet Store Davao,Customer Home Davao,2024-11-28,2024-11-07,2024-11-24,Delivered,PawLogistics,Air,CAT-TOY-001,Catnip Toy,0.3,12x6x6,Fragile,CUST-PH1835,Davao,Evening,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1835,Clark Airport,733,Technical Issue,1673,7
SHP-PH1836,Warehouse Cebu,Cat Café Manila,2024-11-27,2024-11-12,2024-11-30,Delivered,Pet Express,Air,CAT-TOY-001,Catnip Toy,0.3,12x6x6,Fragile,CUST-PH1836,Metro Manila,Evening,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1836,"Naga, Talisay",1203,Traffic,765,45
SHP-PH1837,Shelter Manila,Cat Café Cebu,2024-11-11,2024-11-30,2024-11-21,Delivered,PawLogistics,Air,CAT-TOY-001,Catnip Toy,0.3,12x6x6,Live Animal,CUST-PH1837,Davao,Afternoon,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1837,Clark Airport,846,Technical Issue,1458,13
SHP-PH1838,Shelter Quezon City,Cat Café Manila,2024-11-18,2024-11-25,2024-11-06,Delayed,PawLogistics,Air,CAT-TOY-001,Catnip Toy,0.3,12x6x6,Keep Dry,CUST-PH1838,Bacolod,Morning,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1838,Clark Airport,424,None,511,50
SHP-PH1839,Pet Store Davao,Cat Café Cebu,2024-11-10,2024-11-06,2024-11-13,In-transit,Grab Pet Transport,Road,CAT-LIT-003,Cat Litter,8.0,45x35x25,Fragile,CUST-PH1839,Bacolod,Evening,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1839,"Naga, Talisay",629,Customs,1768,20
SHP-PH1840,Warehouse Bacolod,Customer Home Davao,2024-11-30,2024-11-21,2024-11-13,In-transit,Grab Pet Transport,Road,CAT-LIT-003,Cat Litter,8.0,45x35x25,None,CUST-PH1840,Cebu,Evening,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1840,"Makati, Taguig",788,Technical Issue,1132,30
SHP-PH1841,Shelter Quezon City,Cat Café Cebu,2024-11-01,2024-11-30,2024-11-25,Delivered,LBC Express,Road,CAT-FOOD-002,Premium Cat Food,5.0,40x20x15,Live Animal,CUST-PH1841,Iloilo,Morning,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1841,Cebu City Airport,1013,Weather,1328,47
SHP-PH1842,Warehouse Bacolod,Cat Café Makati,2024-11-14,2024-11-13,2024-11-13,Delayed,PawLogistics,Road,CAT-TOY-001,Catnip Toy,0.3,12x6x6,Keep Dry,CUST-PH1842,Metro Manila,Afternoon,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1842,Cebu City Airport,1093,Technical Issue,958,87
SHP-PH1843,Warehouse Bacolod,Cat Café Makati,2024-11-01,2024-11-06,2024-11-04,Delivered,Grab Pet Transport,Air,CAT-TOY-001,Catnip Toy,0.3,12x6x6,Handle with Care,CUST-PH1843,Iloilo,Evening,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1843,Cebu City Airport,1169,Weather,286,26
SHP-PH1844,Shelter Manila,Customer Home Pasig,2024-11-20,2024-11-06,2024-11-26,In-transit,LBC Express,Air,CAT-TOY-001,Catnip Toy,0.3,12x6x6,Handle with Care,CUST-PH1844,Iloilo,Afternoon,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1844,"Makati, Taguig",617,Weather,368,98
SHP-PH1845,Shelter Manila,Cat Café Cebu,2024-11-02,2024-11-25,2024-11-09,Delayed,J&T Express,Air,CAT-SCRATCH-005,Cat Scratcher,3.5,50x40x20,Keep Dry,CUST-PH1845,Davao,Morning,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1845,Cebu City Airport,1240,Traffic,782,4
SHP-PH1846,Shelter Quezon City,Cat Café Manila,2024-11-04,2024-11-08,2024-11-28,Delayed,LBC Express,Air,CAT-TOY-001,Catnip Toy,0.3,12x6x6,Keep Dry,CUST-PH1846,Bacolod,Afternoon,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1846,Davao City Hub,1133,Customs,1482,58
SHP-PH1847,Shelter Quezon City,Cat Café Makati,2024-11-14,2024-11-05,2024-11-19,Delivered,LBC Express,Road,LIVE-CAT-004,Live Cat,4.0,35x35x35,Fragile,CUST-PH1847,Metro Manila,Evening,CAT-PH1847,Mittens,Persian,5,Up-to-date,Playful,RT-PH1847,"Makati, Taguig",706,None,1774,26
SHP-PH1848,Shelter Quezon City,Cat Café Manila,2024-11-06,2024-11-09,2024-11-21,Delivered,Pet Express,Air,CAT-TOY-001,Catnip Toy,0.3,12x6x6,Fragile,CUST-PH1848,Iloilo,Morning,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1848,Cebu City Airport,206,Customs,1987,32
SHP-PH1849,Pet Store Davao,Customer Home Davao,2024-11-16,2024-11-24,2024-11-18,Delayed,PawLogistics,Air,CAT-SCRATCH-005,Cat Scratcher,3.5,50x40x20,Live Animal,CUST-PH1849,Davao,Morning,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1849,Clark Airport,1090,None,1372,31
SHP-PH1850,Pet Store Davao,Customer Home Pasig,2024-11-10,2024-11-15,2024-11-02,Delayed,LBC Express,Air,CAT-SCRATCH-005,Cat Scratcher,3.5,50x40x20,Fragile,CUST-PH1850,Metro Manila,Afternoon,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1850,"Naga, Talisay",1164,Weather,1000,99
SHP-PH1851,Shelter Manila,Cat Café Manila,2024-11-10,2024-11-06,2024-11-09,Delayed,Pet Express,Road,CAT-SCRATCH-005,Cat Scratcher,3.5,50x40x20,Keep Dry,CUST-PH1851,Cebu,Evening,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1851,Davao City Hub,422,Customs,1662,5
SHP-PH1852,Shelter Quezon City,Customer Home Davao,2024-11-18,2024-11-19,2024-11-09,Delayed,Pet Express,Air,CAT-FOOD-002,Premium Cat Food,5.0,40x20x15,None,CUST-PH1852,Bacolod,Afternoon,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1852,Clark Airport,460,Traffic,261,43
SHP-PH1853,Warehouse Bacolod,Customer Home Pasig,2024-11-13,2024-11-27,2024-11-15,Delayed,Pet Express,Road,CAT-FOOD-002,Premium Cat Food,5.0,40x20x15,Handle with Care,CUST-PH1853,Iloilo,Morning,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1853,"Naga, Talisay",1446,Weather,1913,91
